geneid	Chr	Start	End	Strand	Length	gene	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12
slr0186	CHR	2338636	2340237	+	1602	NA	6435	7837	15503	14081	1347	5605	6945	3983	52	51	161	44
slr0359	CHR	2340445	2344056	+	3612	NA	1629	2111	4826	4036	772	1794	1549	1619	13	12	23	9
slr0360	CHR	2344152	2345759	+	1608	NA	682	1019	1015	879	394	792	415	771	4	0	2	0
slr0361	CHR	2345797	2346546	+	750	NA	702	1179	1358	1179	152	338	275	264	6	5	1	1
slr0362	CHR	2346573	2347127	+	555	NA	415	526	521	422	61	167	115	166	0	1	1	0
sll0350	CHR	2347500	2349911	-	2412	NA	3554	3905	2921	2822	361	800	1501	967	18	16	26	16
sml0001	CHR	2350140	2350256	-	117	NA	1123	1324	1802	1869	182	828	1110	522	15	15	23	3
slr0363	CHR	2350333	2350983	+	651	NA	201	213	164	144	91	210	166	228	2	2	4	1
slr0369	CHR	2365930	2369181	+	3252	NA	14909	19027	10252	8431	1518	3470	5071	3515	43	51	63	18
slr0370	CHR	2369282	2370646	+	1365	NA	4568	5319	5904	5417	743	1298	1838	1230	19	20	46	16
sll0337	CHR	2370818	2372110	-	1293	NA	1074	1538	1457	1187	189	517	680	612	10	6	7	1
sll0336	CHR	2372249	2373229	-	981	accD	3477	3612	4688	4916	440	1103	1666	1015	9	11	14	5
sll0335	CHR	2373343	2374788	-	1446	NA	6027	5676	1167	1050	215	487	1745	1107	5	2	11	2
slr0373	CHR	2375068	2375448	+	381	NA	3298	3280	10241	10372	7934	16598	4759	3739	225	231	559	164
slr0374	CHR	2375539	2377044	+	1506	NA	7404	7558	25006	24113	6367	12280	3765	3508	512	499	1279	365
slr0376	CHR	2377177	2377527	+	351	NA	3256	5106	11608	10206	2653	9039	1047	789	406	428	686	165
slr0377	CHR	2377709	2378938	+	1230	NA	1368	1365	2095	1910	437	945	1307	955	6	17	15	4
slr0378	CHR	2378981	2381095	+	2115	NA	1126	1508	1547	1350	470	890	887	1022	0	9	4	1
slr0379	CHR	2381113	2381751	+	639	tmk	999	1163	1242	924	139	312	286	300	9	10	8	0
slr0380	CHR	2381889	2383127	+	1239	NA	1168	1497	1538	1265	369	780	688	656	10	5	19	3
slr0381	CHR	2383241	2383636	+	396	gloA	1429	2177	2093	1537	201	663	722	481	3	1	7	4
sll0330	CHR	2383949	2384728	-	780	NA	2503	3025	2876	2633	69	174	151	161	7	5	34	11
slr0383	CHR	2385351	2385911	+	561	rsmD	338	480	382	304	84	161	144	198	1	1	1	2
slr0384	CHR	2385939	2387168	+	1230	NA	1618	2219	2418	2017	213	539	589	659	4	4	7	3
sll0329	CHR	2387424	2388872	-	1449	gnd	7097	7849	12723	12523	1729	4736	5477	4244	28	23	38	13
sll0328	CHR	2389062	2389481	-	420	NA	251	392	316	199	83	166	83	130	2	1	3	0
sll0327	CHR	2389481	2389900	-	420	NA	257	386	377	232	119	213	123	230	12	4	11	3
slr0386	CHR	2390249	2391454	+	1206	NA	5343	7059	8956	8501	206	415	383	440	2	3	5	0
slr0387	CHR	2391547	2392707	+	1161	NA	4620	5856	6925	5970	214	354	246	431	4	2	5	1
slr0388	CHR	2392729	2393403	+	675	NA	1020	1073	1406	1323	97	172	94	260	0	0	4	1
slr0769	CHR	2393493	2394107	+	615	NA	6186	6684	4794	3216	277	579	763	570	21	23	67	15
slr0770	CHR	2394232	2394552	+	321	NA	789	932	656	516	63	155	174	151	1	2	9	2
slr0771	CHR	2394536	2394871	+	336	NA	431	537	308	323	25	109	84	64	4	2	1	4
slr0772	CHR	2395103	2396629	+	1527	bchB	9731	11107	25076	25188	1921	4449	4248	3105	7	12	24	6
slr0773	CHR	2396761	2397441	+	681	NA	2080	2558	5106	3898	402	760	678	520	1	4	7	1
sll0772	CHR	2397478	2399118	-	1641	NA	1959	2469	4622	3277	453	714	431	656	1	2	6	0
sll0771	CHR	2399210	2400616	-	1407	NA	4423	6910	10103	5483	591	1102	532	854	16	14	11	3
slr0774	CHR	2400914	2402332	+	1419	secD	12875	19893	19245	13063	502	1330	1496	1427	8	7	14	4
slr0775	CHR	2402393	2403340	+	948	secF	3686	5545	5531	4657	520	1117	1072	969	5	6	4	1
slr0776	CHR	2403473	2404507	+	1035	lpxD	6839	7914	9217	8195	466	1199	1968	1168	14	7	24	3
sll0767	CHR	2404615	2404968	-	354	rplT	78918	87651	134789	132804	1038	5159	9924	6217	107	126	134	26
ssl1426	CHR	2405109	2405312	-	204	rpmI	4877	7511	10520	14528	1029	8781	14398	10087	24	31	18	11
sll0766	CHR	2405409	2406140	-	732	radC	1558	1794	1852	1632	183	393	437	351	2	3	3	1
sll0765	CHR	2406130	2406966	-	837	NA	3274	4458	4303	3172	293	611	706	622	7	8	12	2
ST6803t28	CHR	2407058	2407130	+	73	NA	440	545	567	1072	74	1446	3193	3556	25	45	46	15
sll0764	CHR	2407565	2408686	-	1122	urtD	10044	14143	5319	4306	330	733	1362	964	4	13	13	6
sll0761	CHR	2409572	2409925	-	354	NA	7019	7169	7874	7909	618	1577	2237	1420	14	21	42	16
sll0760	CHR	2410030	2410914	-	885	NA	5280	6438	6591	6907	356	1195	1485	1162	15	19	64	17
sll0759	CHR	2411067	2412110	-	1044	NA	4550	6061	6427	6260	620	1906	3111	2175	10	6	50	8
slr0779	CHR	2412178	2412798	+	621	NA	3846	3827	6938	5999	256	632	839	689	5	4	26	7
sll0757	CHR	2412826	2414313	-	1488	purF	17193	20934	32466	27510	1529	3880	5946	3819	36	35	105	38
smr0001	CHR	2414584	2414679	+	96	NA	616	507	1008	1363	490	3757	3273	3023	21	18	42	14
slr0780	CHR	2414833	2415318	+	486	nrdR	1729	2331	2478	2488	322	786	646	459	16	11	11	5
sll0756	CHR	2415410	2415901	-	492	NA	1003	1186	1524	1427	205	491	563	393	4	5	5	1
sll0755	CHR	2416091	2416693	-	603	NA	1706	1725	2154	2058	294	799	1133	729	4	5	7	2
sll0754	CHR	2416806	2417207	-	402	rbfA	1178	1420	1599	1659	420	1053	1628	970	3	5	10	2
ssl1417	CHR	2417266	2417466	-	201	NA	520	710	656	509	84	371	502	433	0	1	4	0
sll0753	CHR	2417577	2418461	-	885	folD	1087	1719	1452	961	152	300	282	367	3	5	6	2
slr0782	CHR	2420030	2421445	+	1416	NA	521	709	692	466	313	538	382	650	1	9	5	2
sll0750	CHR	2421536	2422687	-	1152	NA	1057	1207	1500	1213	467	1010	1214	1072	12	10	21	8
sll0749	CHR	2422833	2423420	-	588	NA	985	1031	1579	1644	605	1143	1660	1388	11	8	19	5
slr0783	CHR	2423621	2424349	+	729	tpiA	5007	8684	7324	4873	237	655	1123	662	7	5	5	0
slr0784	CHR	2424371	2425390	+	1020	NA	1454	2296	2194	1541	138	349	371	330	4	3	4	1
slr0341	CHR	2425387	2426343	+	957	NA	577	716	828	626	145	243	153	256	3	2	11	1
sll0325	CHR	2426297	2427787	-	1491	NA	1193	1652	1985	1701	220	489	339	463	7	4	9	2
slr0342	CHR	2428010	2428678	+	669	NA	8128	9359	18541	20549	2936	10816	15144	10702	93	92	317	78
slr0343	CHR	2428809	2429291	+	483	petD	9105	10223	18919	20051	3985	14723	16889	10934	92	116	373	117
slr0344	CHR	2429543	2430964	+	1422	NA	224	382	343	263	181	484	266	466	0	3	2	0
slr0345	CHR	2431092	2431499	+	408	NA	504	499	773	805	94	347	529	331	11	7	13	5
slr0346	CHR	2431704	2432438	+	735	rnc	875	949	1377	1281	186	440	619	445	4	3	7	1
sll0322	CHR	2432459	2434762	-	2304	hypF	354	491	475	407	365	818	513	872	7	4	3	0
sll0321	CHR	2434808	2436304	-	1497	NA	681	1075	1025	909	237	421	344	512	10	2	14	2
slr0347	CHR	2436443	2437228	+	786	NA	823	1020	826	687	175	398	326	464	5	2	7	3
sll0320	CHR	2437235	2437888	-	654	NA	1620	2050	1290	1349	206	495	946	567	5	7	4	1
sll0319	CHR	2437922	2438779	-	858	NA	2577	2642	2649	2578	259	777	1644	867	19	7	20	6
slr0348	CHR	2439092	2440312	+	1221	NA	2403	3825	4219	3775	322	751	1150	955	11	9	14	2
sll0318	CHR	2440295	2440933	-	639	NA	983	1221	1554	1528	124	274	408	353	4	7	6	0
slr0350	CHR	2441098	2441883	+	786	NA	183	246	228	191	200	543	140	347	1	1	0	0
slr0351	CHR	2442058	2443308	+	1251	NA	1605	2373	2833	2631	408	890	943	868	12	8	15	4
sll0317	CHR	2443461	2443925	-	465	NA	9	17	14	13	15	57	37	35	1	0	1	0
sll0314	CHR	2446395	2447339	-	945	NA	1840	2317	1846	1467	242	580	958	599	9	9	16	9
slr0354	CHR	2447491	2448123	+	633	NA	1071	1722	2690	2052	218	408	380	403	3	4	5	2
ST6803r01	CHR	2448648	2448765	-	118	rrf	147704	143694	159471	199497	1252	11796	24361	19652	3644	3741	5246	1824
ST6803r02	CHR	2448838	2451721	-	2884	NA	348631	730648	42499	46979	91867	11914	20030	16204	1455391	1445156	3060552	916804
ST6803t29	CHR	2451971	2452044	-	74	NA	1152	896	842	929	100	516	439	340	79	85	94	28
ST6803r03	CHR	2452187	2453675	-	1489	NA	62319	832337	16151	10353	101959	4675	7946	6976	975931	968945	2187163	644545
slr0355	CHR	2454087	2455082	+	996	NA	3175	5090	5463	3514	1123	1729	2420	1277	9	9	41	6
slr0356	CHR	2455121	2455711	+	591	NA	2771	4036	5063	3012	104	333	288	250	7	2	8	2
sll0312	CHR	2455755	2456768	-	1014	NA	848	1111	1073	889	205	476	339	500	1	2	4	1
slr0357	CHR	2456935	2458278	+	1344	hisS	1984	2558	2651	2049	273	577	561	611	3	3	5	2
slr0358	CHR	2458253	2459377	+	1125	NA	1342	1551	1317	1062	435	1134	1749	1011	10	6	13	6
sll0310	CHR	2459374	2460282	-	909	NA	369	370	346	320	123	232	117	312	1	2	0	1
sll0309	CHR	2460360	2461058	-	699	NA	310	366	390	384	138	321	187	352	1	1	3	1
sll0024	CHR	2461358	2462065	-	708	NA	174	213	252	232	160	480	197	299	0	4	4	0
sll0023	CHR	2462212	2463555	-	1344	NA	363	490	949	782	390	792	400	673	0	2	3	3
sll0022	CHR	2463555	2464304	-	750	NA	250	264	521	379	124	228	134	191	3	4	7	0
slr0001	CHR	2464527	2465009	+	483	NA	1036	1474	2552	2535	449	1132	2031	1079	4	7	12	2
sll0021	CHR	2465076	2466326	-	1251	NA	1180	1543	2389	2176	364	677	868	776	4	4	8	1
sll0020	CHR	2466407	2468872	-	2466	NA	40141	49713	55765	40185	5517	12735	18647	9909	231	224	944	296
sll0019	CHR	2469245	2470429	-	1185	dxr	2521	4069	4235	3238	401	1025	808	786	8	8	6	0
sll0018	CHR	2470591	2471670	-	1080	fba	60589	50537	63550	62173	6235	30346	43369	23812	227	196	1060	328
sll0017	CHR	2471954	2473255	-	1302	hemL	5649	7265	8951	8423	564	2191	3821	2624	18	19	20	3
sll0016	CHR	2473645	2474796	-	1152	NA	883	1166	916	710	147	372	332	336	7	6	10	5
slr0006	CHR	2475195	2475848	+	654	NA	9025	9458	4215	3752	897	2970	1638	2133	53	44	87	27
slr0007	CHR	2476020	2476781	+	762	NA	5748	8443	3554	3025	524	1041	1059	1000	32	27	53	12
slr0008	CHR	2476853	2478136	+	1284	NA	5202	6229	5420	4685	802	2036	2322	1939	38	30	93	32
slr0009	CHR	2478414	2479826	+	1413	NA	124874	127534	97250	91099	6265	21570	27089	15366	304	332	218	69
slr0011	CHR	2480034	2480444	+	411	NA	39271	37877	27521	25485	3351	12239	14619	8713	168	146	99	28
slr0012	CHR	2480477	2480818	+	342	NA	76384	62833	38757	33333	1363	4527	5660	3831	144	159	115	43
slr0013	CHR	2481361	2481888	+	528	NA	1895	2081	1661	1570	173	390	443	363	11	5	5	1
slr0014	CHR	2481984	2482688	+	705	NA	874	1308	1078	629	287	403	237	440	7	5	7	1
sll0012	CHR	2482743	2483528	-	786	NA	181	303	229	158	176	580	137	324	1	1	0	1
slr0015	CHR	2483643	2484827	+	1185	lpxB	650	697	807	715	245	507	373	501	6	3	9	2
ssl0020	CHR	2484890	2485183	-	294	petF1	34845	35704	25534	30718	5188	28083	56987	25442	267	272	267	89
slr0016	CHR	2485646	2486194	+	549	NA	279	511	438	393	235	383	242	412	0	0	3	0
slr0017	CHR	2486607	2487923	+	1317	murA	10542	13775	10006	7782	921	2445	3113	1786	58	65	103	40
slr0018	CHR	2488028	2489428	+	1401	fumC	820	828	720	749	109	306	215	317	2	4	4	1
ST6803t30	CHR	2490057	2490127	+	71	NA	43	30	38	50	18	144	147	167	2	3	3	1
slr0019	CHR	2490326	2493004	+	2679	NA	560	697	624	558	414	772	344	872	6	6	12	4
sll0008	CHR	2493033	2493593	-	561	NA	128	213	239	207	78	230	258	209	2	0	0	1
sll0007	CHR	2493578	2494153	-	576	NA	1123	1118	1191	1096	101	278	431	318	6	5	6	2
sll0006	CHR	2494205	2495389	-	1185	NA	4934	5186	5545	5128	352	1052	2179	1280	8	3	23	12
sll0005	CHR	2495493	2497538	-	2046	NA	5795	8085	5410	4400	791	1882	1989	1710	11	10	46	17
slr0020	CHR	2497726	2500221	+	2496	recG	578	730	818	699	543	1121	934	1117	2	6	11	1
slr0021	CHR	2500322	2501155	+	834	sppA	1313	1897	2175	1560	139	352	459	435	4	1	8	2
sll0002	CHR	2501221	2503878	-	2658	NA	4402	5374	6976	5275	1148	2331	2313	2157	28	19	60	19
ST6803t31	CHR	2504105	2504189	-	85	NA	334	525	868	1600	68	240	403	523	30	30	36	13
slr0213	CHR	2504415	2506043	+	1629	guaA	12350	14804	19631	17626	831	2737	4590	3147	29	27	59	13
slr0214	CHR	2506131	2507405	+	1275	NA	475	636	845	730	209	480	297	472	2	1	6	1
sll0210	CHR	2507382	2508362	-	981	NA	654	889	769	721	203	409	436	540	2	5	1	1
slr0216	CHR	2508477	2509034	+	558	cobU	195	272	288	251	134	253	169	334	1	2	6	1
slr0217	CHR	2509162	2509584	+	423	NA	657	937	1447	1250	375	756	702	635	5	3	7	4
ssr0349	CHR	2509823	2510014	+	192	NA	380	423	397	392	111	206	270	190	0	1	1	0
sll0209	CHR	2510273	2511295	-	1023	NA	4186	6692	4179	2935	397	934	1324	942	13	10	14	4
sll0208	CHR	2511514	2512209	-	696	NA	15598	18093	12063	11396	1262	4091	7952	4432	96	73	275	84
sll0207	CHR	2512467	2513564	-	1098	NA	967	1082	1315	964	373	845	740	721	5	13	15	1
slr0220	CHR	2513806	2515974	+	2169	glyS	5131	6111	7640	7000	561	1783	2056	1631	8	10	21	7
sll0205	CHR	2516150	2516527	-	378	NA	170	223	256	293	68	310	257	238	4	2	8	7
slr1000	CHR	2516528	2516749	-	222	NA	337	314	421	341	121	326	402	416	5	0	6	1
sll0204	CHR	2516814	2518184	-	1371	trmFO	1802	2588	2355	2005	341	885	1418	1143	4	8	17	1
slr0222	CHR	2518321	2521857	+	3537	NA	875	1309	1294	968	658	1630	1254	1474	11	3	24	5
sll0202	CHR	2521830	2523737	-	1908	mnmG	2552	3551	4352	2974	523	1009	1463	1186	7	9	27	3
slr0224	CHR	2523915	2524562	+	648	NA	245	335	306	179	89	238	186	162	0	1	3	0
sll0199	CHR	2525827	2526207	-	381	petE	9098	10992	13790	13712	1406	4533	9155	4015	231	202	412	120
slr0226	CHR	2526633	2528081	+	1449	NA	996	1087	2329	2246	595	1392	1556	1372	9	10	24	9
sll0198	CHR	2528160	2528735	-	576	NA	228	209	358	319	179	358	271	345	0	0	5	1
slr0228	CHR	2529009	2530892	+	1884	ftsH2	38529	40445	26388	23682	1546	5457	8128	6961	82	86	918	265
sll0195	CHR	2530968	2531612	-	645	NA	400	501	656	579	189	350	435	405	5	5	3	4
sll0194	CHR	2531666	2532430	-	765	tatC	444	620	748	811	239	570	528	506	4	2	5	3
slr0229	CHR	2532823	2533695	+	873	NA	253	492	490	328	182	368	217	369	5	1	5	1
slr0231	CHR	2534997	2535455	+	459	NA	71	125	67	61	42	148	52	100	0	0	0	0
sll0192	CHR	2535487	2536758	-	1272	NA	204	266	212	168	145	234	100	268	2	0	3	1
slr0232	CHR	2536824	2537480	+	657	NA	790	1487	1766	997	57	183	284	270	1	2	11	3
slr0233	CHR	2537521	2537838	+	318	trxA	669	707	1042	964	146	351	447	359	2	9	16	2
sll0191	CHR	2537896	2538807	-	912	NA	682	760	912	722	181	601	419	419	5	7	12	1
sll0416	CHR	2539000	2540658	-	1659	groL	76802	87974	52519	49234	2879	8344	9050	3337	51	48	623	173
sll0415	CHR	2540821	2541885	-	1065	NA	780	1138	1254	1005	268	459	400	421	6	2	15	3
sll0414	CHR	2541864	2542724	-	861	NA	806	1077	1302	1194	183	592	552	520	9	7	10	5
slr0431	CHR	2543004	2543687	+	684	NA	1439	1692	2685	2507	269	723	532	558	5	4	8	5
sll0413	CHR	2544374	2544982	-	609	NA	1409	1948	2240	2313	162	365	486	382	3	8	10	3
sll0412	CHR	2545122	2546381	-	1260	NA	1050	1391	1590	1399	302	604	504	641	3	2	8	1
sll0410	CHR	2546527	2547027	-	501	NA	475	628	705	554	116	237	261	224	1	5	1	0
sll0409	CHR	2547067	2548029	-	963	menC	323	382	492	441	141	277	210	342	2	1	4	0
sll0408	CHR	2548133	2549341	-	1209	NA	10696	16601	18710	13626	1514	4488	5774	2962	29	23	48	5
slr0434	CHR	2549388	2549951	+	564	efp	6807	7786	9343	8271	829	1851	2692	1654	13	2	19	5
slr0435	CHR	2550059	2550523	+	465	accB	3273	3529	4821	3971	234	506	747	444	4	2	7	2
slr0436	CHR	2550753	2551646	+	894	NA	2100	2829	2713	2876	458	960	1505	1117	6	4	16	8
sll0406	CHR	2551682	2552167	-	486	NA	843	835	872	819	175	488	606	488	3	6	6	2
sll0405	CHR	2552177	2552962	-	786	NA	833	865	995	1085	420	1202	1293	1044	7	7	10	9
sll0404	CHR	2553961	2555439	-	1479	glcD	1744	1960	2739	2903	750	2181	2081	1725	10	9	36	9
slr0438	CHR	2555593	2555916	+	324	NA	306	448	673	555	92	240	305	297	5	2	7	1
sll0403	CHR	2556081	2556503	-	423	NA	153	258	241	173	19	82	59	58	0	0	0	1
slr0439	CHR	2556814	2558319	+	1506	NA	338	462	543	363	200	458	217	436	2	1	3	1
sll0402	CHR	2558820	2559989	-	1170	NA	2173	2614	3612	3258	490	1184	2081	1519	6	11	15	9
sll0401	CHR	2560112	2561305	-	1194	NA	3709	4152	5510	4846	923	2359	3261	2302	16	15	27	6
sll0400	CHR	2561499	2561993	-	495	sixA	791	879	1132	1153	143	367	515	381	4	8	9	8
slr0440	CHR	2562056	2562859	+	804	NA	418	581	594	592	225	584	543	489	5	6	5	2
slr0049	CHR	2562953	2564149	+	1197	NA	5272	8652	13790	10546	859	2508	2668	1800	15	9	26	10
ssr0102	CHR	2564175	2564390	+	216	thiS	264	300	528	515	73	173	177	121	1	0	5	2
slr0050	CHR	2564465	2565445	+	981	NA	2181	2412	2515	2543	219	747	1091	704	8	4	9	3
sll0072	CHR	2565427	2566110	-	684	NA	610	821	984	812	207	376	406	446	2	3	4	3
sll0071	CHR	2566142	2567143	-	1002	NA	478	851	856	578	135	425	385	347	0	1	1	2
sll0070	CHR	2567237	2568091	-	855	purU	732	901	1034	961	168	504	425	399	3	5	2	1
slr0051	CHR	2568269	2568973	+	705	NA	1213	1539	1867	1715	266	677	640	539	8	8	12	2
sll0069	CHR	2568975	2569745	-	771	NA	842	1174	1697	1493	214	509	450	458	3	4	5	2
sll0068	CHR	2569772	2573491	-	3720	NA	3102	3866	6797	5756	1299	2649	2522	2418	34	20	43	14
sll0067	CHR	2573649	2574203	-	555	NA	1013	1287	1859	1772	162	401	520	428	1	1	14	5
sll0066	CHR	2574297	2575244	-	948	NA	1832	1824	2719	2405	546	1114	1313	883	10	15	13	4
sll0065	CHR	2575344	2575862	-	519	ilvN	1798	2200	2756	2759	259	599	869	633	9	11	9	6
ssr0109	CHR	2576092	2576280	+	189	NA	861	756	967	1101	237	1065	1380	750	4	7	20	7
slr0053	CHR	2576285	2576824	+	540	ybeY	1789	2155	3126	3198	466	1293	1831	1377	12	7	21	10
slr0054	CHR	2576889	2577416	+	528	NA	1678	1858	1752	1417	262	561	1174	698	4	8	20	3
slr0055	CHR	2577453	2578043	+	591	NA	1516	1631	1066	1110	107	218	459	299	3	4	1	2
slr0056	CHR	2578187	2579161	+	975	chlG	6570	8594	7373	6462	359	1316	1558	1066	9	12	9	4
sll0064	CHR	2579308	2580135	-	828	NA	4961	6750	4279	3197	532	1360	1058	915	9	8	12	3
sll0063a	CHR	2580291	2580557	-	267	NA	607	827	942	697	114	493	291	257	0	2	2	0
sll0063	CHR	2580710	2581897	-	1188	NA	1202	1550	1456	1386	302	829	706	820	2	10	12	3
sll0062	CHR	2581944	2582366	-	423	NA	943	1068	1117	969	116	405	449	284	10	3	11	7
slr0058	CHR	2582546	2582869	+	324	NA	1016	1166	1904	1765	279	858	1210	695	8	4	13	4
ST6803t32	CHR	2582931	2583003	-	73	NA	76	62	80	68	10	323	659	452	16	8	27	9
slr0059	CHR	2583030	2583335	+	306	NA	321	280	474	547	102	327	404	342	4	2	1	3
slr0060	CHR	2583410	2584519	+	1110	NA	375	477	676	615	140	434	454	400	1	2	4	3
slr0061	CHR	2584793	2585458	+	666	NA	260	446	455	337	59	161	132	204	1	1	2	0
sll0060	CHR	2585489	2586523	-	1035	NA	496	658	508	419	116	287	184	361	2	3	4	3
sll0058	CHR	2586572	2588650	-	2079	dnaK	4095	6322	5283	3150	912	1413	1326	1345	18	14	29	9
sll0057	CHR	2588884	2589633	-	750	grpE	3860	5810	5164	3076	494	1656	2339	1318	13	9	17	7
slr0063	CHR	2589851	2591869	+	2019	NA	3352	4154	6568	4807	1616	2652	2328	2088	15	26	60	17
slr0064	CHR	2591953	2593107	+	1155	NA	1004	1225	1319	931	246	453	358	482	5	3	7	1
slr0065	CHR	2593329	2593967	+	639	NA	313	447	393	357	90	178	126	202	4	0	0	1
slr0066	CHR	2594055	2595161	+	1107	ribD	358	409	445	314	211	322	132	457	1	1	2	0
sll0055	CHR	2595280	2596566	-	1287	NA	1680	1774	2245	2114	349	806	1029	891	4	4	11	0
slr0067	CHR	2596787	2597848	+	1062	NA	2473	3214	5668	4615	481	967	1367	880	18	11	31	12
sll0053	CHR	2597851	2599197	-	1347	accC	2644	3031	4208	3299	389	934	1136	1027	11	8	13	2
slr0069	CHR	2599315	2599974	+	660	NA	354	406	753	743	120	272	106	203	1	0	2	1
sll0051	CHR	2600012	2600491	-	480	NA	594	925	1853	1815	534	1415	1080	687	5	2	12	3
slr0070	CHR	2600705	2601697	+	993	fmt	629	774	955	859	177	434	402	456	3	1	1	1
slr0467	CHR	2601733	2602536	+	804	NA	475	588	679	535	151	247	275	266	1	1	0	1
slr0468	CHR	2602658	2603782	+	1125	NA	373	652	607	486	196	641	624	530	3	5	1	1
slr0469	CHR	2603947	2604555	+	609	rpsD	21989	31497	43501	36652	2302	7148	22012	14984	52	44	77	22
sll0462	CHR	2604794	2605873	-	1080	NA	4598	6765	7589	5428	276	829	1378	1028	8	7	7	1
sll0461	CHR	2606095	2607357	-	1263	NA	1532	1649	2201	2158	628	1148	1421	984	11	9	18	9
slr0473	CHR	2607812	2610058	+	2247	NA	3485	4108	10706	8910	4110	6370	4128	3219	52	53	69	18
slr0474	CHR	2610073	2610516	+	444	NA	547	781	1442	1017	408	742	602	509	5	5	6	4
sll0459	CHR	2610706	2612715	-	2010	uvrB	966	1523	1894	1575	422	1122	770	1050	3	2	5	1
slr0476	CHR	2612907	2613317	+	411	NA	13713	13585	11334	10456	1648	4250	4644	2713	136	129	199	64
sml0002	CHR	2613481	2613600	-	120	NA	990	1236	2248	2032	485	2422	2346	1249	16	24	35	12
slr0477	CHR	2613717	2614370	+	654	purN	959	1561	1528	1184	190	348	402	370	5	9	4	2
slr0479	CHR	2614367	2615089	+	723	NA	881	1222	889	639	184	332	301	314	4	3	2	1
slr0480	CHR	2615100	2616599	+	1500	NA	1579	1765	1178	1230	237	541	638	604	9	5	3	2
slr0482	CHR	2616624	2617382	+	759	NA	924	984	839	705	103	293	375	296	5	5	1	0
slr0483	CHR	2617485	2617889	+	405	NA	10537	12003	11583	11592	2157	6701	6337	3455	49	63	87	23
slr0484	CHR	2618067	2620094	+	2028	NA	3702	4574	6033	5386	1246	2539	3142	2189	11	15	40	5
slr0487	CHR	2620171	2620662	+	492	NA	460	596	665	463	103	198	99	175	0	1	2	0
slr0488	CHR	2620798	2622399	+	1602	murJ	759	1233	1127	993	514	1141	822	1222	4	7	6	0
slr0491	CHR	2622968	2623402	+	435	NA	168	129	121	101	147	239	141	235	0	0	4	0
slr0492	CHR	2623441	2624907	+	1467	NA	284	330	271	236	224	347	187	456	0	1	6	0
slr0493	CHR	2625095	2625481	+	387	NA	453	518	478	483	84	200	182	187	3	4	2	0
sll0456	CHR	2625478	2626479	-	1002	NA	1656	2094	2202	1868	367	841	861	747	4	6	13	3
sll0455	CHR	2626573	2627874	-	1302	NA	2430	3213	3925	3342	647	1154	1217	998	9	3	11	7
slr0495	CHR	2628002	2628742	+	741	NA	67	99	125	118	130	218	94	246	1	0	2	0
slr0496	CHR	2628783	2629112	+	330	NA	392	492	539	395	56	89	84	126	1	1	1	0
sll0454	CHR	2629271	2630266	-	996	pheS	3254	3843	4840	4340	371	1080	1627	1010	4	10	9	2
sll0691	CHR	2630469	2631071	-	603	NA	912	1619	1749	1516	234	498	623	614	1	6	5	3
sll0690	CHR	2631207	2631608	-	402	NA	113	215	250	215	37	100	103	113	3	1	2	0
ssl1300	CHR	2631611	2631868	-	258	NA	88	95	93	98	77	204	237	215	2	6	5	0
sll0689	CHR	2632124	2633509	-	1386	NA	4843	7524	4748	3527	790	2683	3935	2039	41	47	66	21
sll0688	CHR	2633852	2634655	-	804	NA	147	179	162	148	151	388	97	274	2	0	3	2
sll0687	CHR	2634660	2635217	-	558	NA	48	103	98	80	63	102	31	115	0	2	0	0
sll0686	CHR	2635219	2636046	-	828	NA	154	193	241	192	97	189	75	247	2	3	3	0
sll0685	CHR	2636236	2636724	-	489	NA	516	611	581	298	97	200	73	179	7	6	5	1
sll0684	CHR	2636828	2637628	-	801	pstB	1115	1304	952	807	232	508	334	449	4	1	3	2
sll0683	CHR	2637743	2638552	-	810	pstB	964	1080	950	904	192	483	309	412	2	1	3	6
sll0682	CHR	2638578	2639441	-	864	pstA	1837	2106	1894	1497	171	355	254	332	2	3	10	1
sll0681	CHR	2639627	2640580	-	954	pstC	2306	2987	2868	2609	262	711	472	551	6	7	16	2
sll0680	CHR	2640662	2641813	-	1152	pstS	4124	4626	3679	3761	194	570	1050	539	10	10	41	12
sll0679	CHR	2642135	2643145	-	1011	NA	329	387	402	361	131	277	189	284	3	2	7	1
slr0719	CHR	2643403	2644569	+	1167	NA	1561	2293	3034	2583	508	924	843	823	6	6	12	2
ST6803t33	CHR	2644623	2644695	+	73	NA	97	90	88	67	37	174	141	273	1	2	2	1
slr0628	CHR	2644795	2645097	+	303	rpsN	16740	23674	26435	18903	258	1413	4796	1791	77	60	86	25
sll0617	CHR	2645271	2646074	-	804	NA	5187	6591	13369	15044	2812	6599	9328	4913	33	33	61	26
slr0630	CHR	2646623	2647282	+	660	NA	1339	1676	2073	1765	253	469	466	470	8	5	23	5
sll0616	CHR	2647386	2650184	-	2799	secA	11222	14867	17039	12207	2572	5817	8736	6036	31	35	60	20
sll0615	CHR	2650377	2650997	-	621	NA	950	1434	1162	757	223	479	313	616	4	2	7	3
sll0614	CHR	2651440	2651838	-	399	NA	156	150	134	139	53	111	76	164	2	2	2	0
sll0613	CHR	2651866	2652951	-	1086	ruvB	332	357	432	364	198	428	361	444	2	1	1	0
